,Unnamed: 0,Unnamed: 0.1,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1),Insert Date
3917116,14627,14627,MTNORAM.B22018M01323,-2573927653953271278,1070.1,0,13122.94,691.68,6839178971211890802,3385764613125424094,VONORE,TN,37885,-810625840628541360,-3592786052881844586,NEW BRAUNFELS,TX,78130,4775771877738855709,MTNORAM.TL,MTNORAM.53DV,2523.0,535.05,540.54,3598.59,1/19/2022 20:00,1/22/2022 23:59,1/21/2022 8:26,1/21/2022 9:48,1/23/2022 15:02,1/23/2022 16:39,52:20.0
179092,179092,179092,EXEL.B22180E04197,2941159810065373912,1442.2,0,0.75,0.02,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-8801809353584477804,-3759556000727898763,MIAMI,FL,33137,1896630384904438820,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,6/30/2022 17:06,7/1/2022 17:07,6/30/2022 12:32,6/30/2022 20:52,NO EVENT,7/1/2022 13:33,55:51.0
146998,146998,146998,EXEL.B22251E03961,2941159810065373912,1099.9,0,0.94,0.02,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,742996685607865667,2361832076777849911,HYANNIS,MA,2601,1896630384904438820,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,9/9/2022 15:09,9/12/2022 14:09,9/9/2022 10:05,NO EVENT,NO EVENT,NO EVENT,13:16.0
1653357,142382,142382,EXEL.B21308E07564,2941159810065373912,1058.0,51,3.08,0.22,26570635397185807,7582157168243131518,Memphis,TN,38134,-5600164674055619559,-7756342363085141151,MORRISTOWN,NJ,7960,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.24,0.0,0.0,4.24,11/18/2021 1:11,11/19/2021 21:11,NO EVENT,11/17/2021 19:07,NO EVENT,11/19/2021 16:07,30:28.0
4945189,9092,9092,PLNA.B22109T00039,5263627990365651396,1352.2,2080,12707.91,1782.34,-1679825478531584568,-7849464951689325627,FORT WORTH,TX,76131,-8004633198870244592,6608047566572179540,BRANTFORD,ON,N3V 1E8,-7357215173914051676,TL,PLNA.53DV,5300.0,892.16,0.0,6192.16,4/21/2022 18:04,4/25/2022 18:04,4/21/2022 13:29,NO EVENT,NO EVENT,NO EVENT,31:44.0
3977195,74706,74706,MTNORAM.B22004M01177,-5306179411193977156,2826.0,1416,354.0,9.56,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,-5485387420070823463,1360557233553053566,WEST SACRAMENTO,CA,95691,-7557682413698847609,MTNORAM.LTL,MTNORAM.53DV,1770.0,0.0,0.0,1770.0,1/28/2022 22:01,1/6/2022 17:01,1/5/2022 9:04,NO EVENT,NO EVENT,1/6/2022 9:22,57:25.0
1558825,47850,47850,EXEL.B21272E04364,2941159810065373912,857.8,21,1.06,0.09,26570635397185807,7582157168243131518,Memphis,TN,38134,347553368085812604,-8017191714478267157,ALTOONA,PA,16602,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,10/1/2021 20:10,10/5/2021 18:10,10/1/2021 15:03,10/1/2021 18:38,NO EVENT,10/5/2021 14:34,42:43.0
2837475,135819,135819,MTNORAM.B22251M02296,-5306179411193977156,114.8,24,26.0,2.5,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,3170538616622935448,1360557233553053566,MONTGOMERY,NY,12549,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,26.0,0.0,0.0,26.0,9/9/2022 23:09,9/12/2022 18:09,9/9/2022 19:05,9/9/2022 18:56,NO EVENT,9/12/2022 14:12,16:07.0
4491135,341599,341599,MTNORAM.B22088M00162,7485008617214758133,1023.0,1,1.65,0.08,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-1696756245193610322,-4918611452649899666,PANAMA CITY,FL,32405,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.65,0.0,0.0,1.65,3/29/2022 22:03,3/30/2022 20:03,3/29/2022 18:53,3/29/2022 21:14,NO EVENT,3/30/2022 15:07,36:49.0
1335543,240897,240897,EXEL.B21356E05343,978799939867630084,1105.5,1,10.0,3.38,-6587403860997382797,877378374229847073,LOUISVILLE,KY,40219,-221816116610965243,-7544946572089536493,AURORA,CO,80045,-4290289884386242506,CORP.PARCEL,CORP.53DV,3.73,0.22,0.0,3.95,12/23/2021 8:12,12/29/2021 16:12,12/23/2021 3:00,12/23/2021 20:16,NO EVENT,12/29/2021 9:57,50:58.0
73632,73632,73632,EXEL.B22193E07585,2941159810065373912,244.2,1,0.0,0.01,26570635397185807,7582157168243131518,Memphis,TN,38134,8065573812338719945,4708911294970738204,MOUNTAIN BRK,AL,35213,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,7/13/2022 20:07,7/14/2022 20:07,7/13/2022 15:02,7/13/2022 18:12,NO EVENT,7/14/2022 15:25,04:38.0
1618211,107236,107236,EXEL.B21298E07214,2941159810065373912,1006.5,3,0.24,0.02,26570635397185807,7582157168243131518,Memphis,TN,38134,7964860589186407861,-8391037293800130266,EASTON,PA,18040,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,10/28/2021 22:10,11/1/2021 22:11,10/28/2021 17:13,10/28/2021 18:26,NO EVENT,11/1/2021 18:14,06:57.0
3341190,639534,639534,MTNORAM.B22224M03011,7485008617214758133,777.3,4,1.11,0.05,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,3358568050456770113,-1534277208866266764,MADISON,AL,35758,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.11,0.0,0.0,1.11,8/15/2022 11:08,8/16/2022 20:08,8/15/2022 7:41,8/15/2022 18:09,NO EVENT,8/16/2022 15:18,49:16.0
940206,308981,308981,EXEL.B22038E03124,562003601178532658,719.57,1,2.91,466.02,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,7501770896951175701,-2826675701286590522,VICTORIA,TX,77901-6022,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,2/8/2022 23:02,2/10/2022 21:02,NO EVENT,NO EVENT,NO EVENT,NO EVENT,58:13.0
1356736,262090,262090,EXEL.B21340E00644,-697198312127870698,25.2,1,89.0,46.58,7324886571674426642,4235647267430829040,FRANKLIN,MA,2038,-6398237332385344744,1541362486281952894,NEEDHAM,MA,02492-1216,4345763104461969032,CORP.LTL,CORP.53DV,102.0,1.53,0.0,103.53,12/9/2021 22:12,12/16/2021 13:12,NO EVENT,NO EVENT,12/16/2021 7:53,12/16/2021 8:02,24:34.0
3002513,300857,300857,MTNORAM.B22188M03930,7485008617214758133,329.6,1,1.4,0.06,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-6045759460569666102,5817634448103861334,SCHENECTADY,NY,12308,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.4,0.0,0.0,1.4,7/11/2022 17:07,7/12/2022 17:07,7/11/2022 13:32,7/11/2022 18:58,NO EVENT,7/12/2022 13:39,26:50.0
3014299,312643,312643,MTNORAM.B22189M03877,7485008617214758133,535.6,2,2.22,0.1,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-8428313312680044252,-1556765842324741984,LAKE ORION,MI,48360,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.22,0.0,0.0,2.22,7/11/2022 16:07,7/12/2022 18:07,7/11/2022 12:57,7/11/2022 17:32,NO EVENT,7/12/2022 14:18,43:57.0
3260814,559158,559158,MTNORAM.B22216M01510,-5306179411193977156,1098.7,312,37.85,2.16,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,-438298268324911648,908941813343451349,LAKELAND,FL,33805,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,37.85,0.0,0.0,37.85,8/5/2022 23:08,8/9/2022 20:08,8/5/2022 19:13,8/5/2022 18:08,NO EVENT,8/9/2022 16:19,34:50.0
2619236,554343,554343,EXEL.B22116E01836,978799939867630084,553.1,7,19.3,1.17,-9015159122616814611,283391608020446271,CAROL STREAM,IL,60188,-26534514399453510,-1998891787338636732,MARKHAM,ON,L3R 9X6,-1162542926161977310,CORP.PARCEL,CORP.53DV,6.43,1.45,0.0,7.88,4/26/2022 21:04,4/28/2022 4:04,4/26/2022 2:00,NO EVENT,NO EVENT,NO EVENT,36:07.0
4658969,509433,509433,MTNORAM.B22159M00557,7485008617214758133,561.5,2,1.66,0.08,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-7278567649154828595,-3217546104230283010,BEECH GROVE,IN,46107,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.66,0.0,0.0,1.66,6/8/2022 22:06,6/9/2022 18:06,6/8/2022 18:20,6/8/2022 23:29,NO EVENT,6/9/2022 14:01,32:08.0
2069927,5034,5034,EXEL.B22088E08436,2941159810065373912,782.2,1,1.2,0.06,26570635397185807,7582157168243131518,Memphis,TN,38134,2944084897590143246,-8767619611280495362,ZEPHYRHILLS,FL,33542,1896630384904438820,CORP.PARCEL,CORP.53DV,8.19,0.0,0.0,8.19,3/30/2022 19:03,3/31/2022 18:03,3/30/2022 14:01,3/30/2022 19:39,NO EVENT,3/31/2022 14:53,22:45.0
2904445,202789,202789,MTNORAM.B22175M03234,7485008617214758133,1246.4,1,0.83,0.04,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,7189093192394669263,-4714470817601965406,WICHITA,KS,67212,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.83,0.0,0.0,0.83,6/27/2022 22:06,6/28/2022 20:06,6/27/2022 18:27,6/27/2022 21:49,NO EVENT,6/28/2022 15:08,55:39.0
4129800,120996,120996,MTNORAM.B21279M01854,-5306179411193977156,2822.5,1621,163.0,11.06,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,-2652835421152187611,4273394593547725499,SACRAMENTO,CA,95834,7829521301973152978,MTNORAM.LTL,MTNORAM.53DV,136.46,22.38,0.0,158.84,10/8/2021 2:10,10/18/2021 14:10,10/7/2021 22:37,10/7/2021 22:49,10/18/2021 6:13,10/18/2021 7:10,26:36.0
4912162,762626,762626,MTNORAM.B22088M03082,7485008617214758133,695.3,1,1.39,0.13,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,2968109440453429642,-8924842444662185684,EAST BRUNSWICK,NJ,08816-4098,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.39,0.0,0.0,1.39,3/29/2022 21:03,3/30/2022 18:03,3/29/2022 17:46,3/29/2022 23:32,NO EVENT,3/30/2022 14:10,42:57.0
1965285,454310,454310,EXEL.B21299E07407,562003601178532658,468.7,10,3.65,2.0,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,4658515521942512213,-8500483289950899620,RICHARDSON,TX,75081,1896630384904438820,CORP.PARCEL,CORP.53DV,9.74,0.0,0.0,9.74,10/27/2021 22:10,10/28/2021 13:10,NO EVENT,NO EVENT,NO EVENT,NO EVENT,01:45.0
2968068,266412,266412,MTNORAM.B22180M04139,7485008617214758133,904.8,2,1.11,0.05,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-6104814508856232595,-3682054096747633248,ORMOND BEACH,FL,32174,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.11,0.0,0.0,1.11,6/30/2022 20:06,7/1/2022 17:07,6/30/2022 16:52,6/30/2022 21:54,NO EVENT,7/1/2022 13:58,08:11.0
885125,253900,253900,EXEL.B22069E02333,-697198312127870698,1680.2,1,330.0,33.61,-5622177335154619220,335265320240312407,BRUNSWICK,OH,44212,2207661721536763630,7949078861862401310,MC ALLEN,TX,78503,7829521301973152978,CORP.LTL,CORP.53DV,268.13,65.69,0.0,333.82,3/11/2022 20:00,3/17/2022 19:00,3/10/2022 17:00,3/10/2022 17:12,3/17/2022 15:38,3/17/2022 15:38,24:38.0
1461403,366757,366757,EXEL.B21349E00201,978799939867630084,819.8,1,0.8,0.01,-9015159122616814611,283391608020446271,CAROL STREAM,IL,60188,6950839968650843044,4892596029280422500,TRENTON,NJ,8611,-5003420099030012816,CORP.PARCEL,CORP.53DV,5.01,0.31,0.0,5.32,12/15/2021 8:12,12/17/2021 16:12,12/15/2021 2:00,12/15/2021 13:25,NO EVENT,12/17/2021 11:16,11:15.0
3445450,743794,743794,MTNORAM.B22236M00438,7485008617214758133,179.1,4,1.1,0.05,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,8533647589475943557,8999635724400246155,LITTLE SILVER,NJ,7739,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.1,0.0,0.0,1.1,8/24/2022 18:08,8/25/2022 17:08,8/24/2022 14:09,8/24/2022 17:42,NO EVENT,8/25/2022 13:48,40:47.0
3379240,677584,677584,MTNORAM.B22229M03600,-5306179411193977156,783.8,72,6.75,0.51,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,126656314876021866,1360557233553053566,DULUTH,GA,30096,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,6.75,0.0,0.0,6.75,8/18/2022 23:08,8/22/2022 19:08,8/18/2022 19:21,8/18/2022 20:07,NO EVENT,8/22/2022 15:27,20:29.0
979889,348664,348664,EXEL.B22041E02793,562003601178532658,613.18,2,4.64,2158.73,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,7214730296228159280,5487001105608269091,CHARLOTTE,NC,28277-9723,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,2/11/2022 23:02,2/15/2022 20:02,NO EVENT,NO EVENT,NO EVENT,NO EVENT,24:36.0
610275,610275,610275,EXEL.B22242E06749,-697198312127870698,77.2,1,191.0,48.0,4652988983561741403,-2350781337755515769,HAGERSTOWN,MD,21740,-8807366745980176184,8978033308964036143,MANASSAS,VA,20109,-9144606003389011363,CORP.TL,CORP.53DV,23.18,0.0,0.0,23.18,9/2/2022 12:09,9/1/2022 0:00,NO EVENT,9/2/2022 8:47,9/2/2022 10:57,9/2/2022 11:08,06:59.0
3546056,844400,844400,MTNORAM.B22244M04351,7485008617214758133,640.2,8,2.23,0.1,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-5403846938111066318,-5501130033249590551,CLEVELAND,TN,37312,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.23,0.0,0.0,2.23,9/6/2022 10:09,9/7/2022 17:09,9/6/2022 6:57,9/6/2022 18:22,NO EVENT,9/7/2022 13:50,55:02.0
3334351,632695,632695,MTNORAM.B22223M04906,7485008617214758133,46.5,5,2.5,0.29,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,8787585136371991405,-4137086508261134415,WESTMINSTER,MD,21157,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.5,0.0,0.0,2.5,8/15/2022 14:08,8/16/2022 18:08,8/15/2022 10:16,8/15/2022 17:16,NO EVENT,8/16/2022 14:01,03:57.0
581999,581999,581999,EXEL.B22186E04525,8163086784792219814,797.1,37,248.5,5786.3,-186133029393346256,6950052291373065104,FAIRBURN,GA,30213,-1146018273328272981,-7726021113264933698,MT LAUREL,NJ,8054,7829521301973152978,CORP.LTL,CORP.53DV,102.0,30.5,0.0,132.5,7/6/2022 22:07,7/12/2022 14:07,7/6/2022 18:12,7/6/2022 18:24,7/12/2022 10:22,7/12/2022 10:30,24:45.0
4379501,229965,229965,MTNORAM.B22098M01758,7485008617214758133,496.5,2,0.36,0.01,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,7976775057886207210,-1066972390783485317,CINCINNATI,OH,45248,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.36,0.0,0.0,0.36,4/11/2022 20:04,4/14/2022 21:04,4/11/2022 16:11,4/12/2022 23:24,NO EVENT,4/14/2022 17:47,16:05.0
4841615,692079,692079,MTNORAM.B22130M01044,9207189799533540268,1274.7,0,16368.0,1932.63,3677279867870470085,7958866013957938285,SAN ANTONIO,TX,78264,1220503142849356319,-2056961922964439153,MACHESNEY PARK,IL,61115,-2901330945142013893,MTNORAM.TL,MTNORAM.48FB,2715.11,1127.85,0.0,4217.97,5/11/2022 9:00,5/18/2022 2:05,5/13/2022 11:00,5/13/2022 12:00,5/17/2022 20:00,5/17/2022 21:00,44:17.0
1686159,175184,175184,EXEL.B21304E00632,2941159810065373912,781.0,54,10.15,0.0,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,3948591568208616270,-3921877858434469506,ATLANTA,GA,30341,-5431909444047277013,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,11/1/2021 16:11,11/2/2021 17:11,11/1/2021 11:01,11/1/2021 9:17,NO EVENT,11/2/2021 13:36,24:58.0
957595,326370,326370,EXEL.B22028E06602,562003601178532658,108.2,1,2.32,1079.37,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,371117079388254650,5772224412712709527,TUPELO,MS,38801-5636,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,1/29/2022 23:01,1/31/2022 21:01,NO EVENT,NO EVENT,NO EVENT,NO EVENT,28:01.0
4707247,557711,557711,MTNORAM.B22152M00944,7485008617214758133,313.6,2,1.12,0.1,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,4205152959245827287,5432112673334578846,ROANOKE,VA,24018,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.12,0.0,0.0,1.12,6/1/2022 17:06,6/2/2022 18:06,6/1/2022 13:49,6/1/2022 21:24,NO EVENT,6/2/2022 14:08,02:12.0
3040747,339091,339091,MTNORAM.B22193M03606,7485008617214758133,842.0,8,4.33,0.37,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,2962550569743995886,7967541532244753308,MURPHY,TX,75094-4635,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,4.33,0.0,0.0,4.33,7/12/2022 21:07,7/13/2022 19:07,7/12/2022 17:52,7/12/2022 19:31,NO EVENT,7/13/2022 14:47,09:40.0
4643058,493522,493522,MTNORAM.B22117M00067,7485008617214758133,688.2,1,0.82,0.1,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,1084746393458562178,45530514219426630,CREST HILL,IL,60403,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.82,0.0,0.0,0.82,4/27/2022 17:04,4/28/2022 20:04,4/27/2022 13:49,4/27/2022 22:19,NO EVENT,4/28/2022 15:03,13:51.0
1973530,462555,462555,EXEL.B21308E09280,562003601178532658,796.01,1,5.7,1008.0,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,3535161378342288098,6802109870861284166,WEST MIDDLESEX,PA,16159-3721,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,11/6/2021 22:11,11/9/2021 20:11,NO EVENT,NO EVENT,NO EVENT,NO EVENT,27:54.0
4788371,638835,638835,MTNORAM.B22147M04210,-3997495352595819392,316.86,0,280.0,317952.0,-7880215702504465082,8745728203656376685,CUAUTITLAN IZCALLI,EM,54730,-7880215702504465082,8745728203656376685,CUAUTITLAN IZCALLI,EM,54730,-3398293433079787705,MTNORAM.TL,MTNORAM.53DV,20400.0,0.0,0.0,20400.0,5/30/2022 14:00,5/30/2022 18:30,5/30/2022 10:02,5/30/2022 13:26,5/30/2022 19:50,5/30/2022 20:42,10:31.0
920811,289586,289586,EXEL.B22045E02812,-697198312127870698,299.3,97,10524.0,2404.02,85602857243498086,-8672759903209008190,CONYERS,GA,30013,4594244523668898139,2676576920528460632,NASHVILLE,TN,37211,-4554843221218222556,CORP.TL,CORP.53DV,1600.0,113.73,75.0,1788.73,2/15/2022 20:00,2/16/2022 20:00,2/16/2022 12:00,2/17/2022 13:55,2/17/2022 13:55,2/17/2022 11:00,55:57.0
1719301,208326,208326,EXEL.B21313E01492,2941159810065373912,601.2,450,66.0,0.0,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-1720418525353172778,-8826086428623569046,MEMPHIS,TN,38115,4420768141604581544,CORP.LTL,CORP.53RF,258.83,46.33,0.0,305.16,11/11/2021 11:11,11/12/2021 15:11,11/11/2021 5:00,11/11/2021 6:23,11/12/2021 9:07,11/12/2021 9:34,57:56.0
3395994,694338,694338,MTNORAM.B22231M02242,7485008617214758133,304.0,1,0.28,0.03,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,3462403351232839714,-6277285111323911352,GRAY,GA,31032,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.28,0.0,0.0,0.28,8/22/2022 21:08,8/23/2022 19:08,8/22/2022 17:33,8/22/2022 23:33,NO EVENT,8/23/2022 15:34,32:40.0
4579387,429851,429851,MTNORAM.B22108M01873,7485008617214758133,682.8,1,0.56,0.03,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-8167076526499634263,4787992951851914812,TOMS RIVER,NJ,08753-2975,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.56,0.0,0.0,0.56,4/18/2022 20:04,4/19/2022 17:04,4/19/2022 17:37,4/18/2022 23:19,NO EVENT,4/19/2022 13:55,40:53.0
2493480,428587,428587,EXEL.B22097E03614,562003601178532658,1034.54,1,2.26,277.31,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,7378289423404831019,7875752536958447849,VICTOR,NY,14564-1168,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,4/8/2022 22:04,4/13/2022 19:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT,30:33.0
357556,357556,357556,EXEL.B22193E00908,-697198312127870698,192.8,69,7082.83,1650.27,-108961055831266760,-9078617543809242625,IRVING,TX,75062,1817960676138775889,-2315154798285919992,AUSTIN,TX,78728,-9144606003389011363,CORP.TL,CORP.53DV,1668.96,0.0,0.0,1668.96,7/13/2022 19:00,7/13/2022 19:00,7/12/2022 21:33,7/13/2022 6:30,7/13/2022 10:55,7/13/2022 11:55,51:45.0
60525,60525,60525,EXEL.B22175E03616,2941159810065373912,1175.3,25,1.26,0.7,26570635397185807,7582157168243131518,Memphis,TN,38134,-7359304250611997615,-5668545679480147247,CHESHIRE,CT,6410,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,6/24/2022 22:06,6/28/2022 19:06,6/24/2022 17:03,6/24/2022 18:05,NO EVENT,6/28/2022 15:20,39:01.0
2020136,509161,509161,EXEL.B21302E06719,978799939867630084,1105.0,90,8302.0,1323.0,-9136622697412862881,-5413218260141448608,SAN DIEGO,CA,92154,826388135058699159,5636256983010972991,BRIGHTON,CO,80601,8879159275886726765,CORP.INTERMODAL,CORP.53DV,3500.0,1067.5,5625.0,10192.5,11/25/2021 16:11,11/27/2021 0:11,11/4/2021 0:00,11/4/2021 4:53,11/10/2021 7:40,11/10/2021 9:02,09:35.0
4618025,468489,468489,MTNORAM.B22153M03361,7485008617214758133,596.7,2,1.11,0.05,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,1313286434455952398,5494903254311804234,SHELBYVILLE,KY,40065,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.11,0.0,0.0,1.11,6/2/2022 23:06,6/3/2022 17:06,6/2/2022 19:50,6/2/2022 22:59,NO EVENT,6/3/2022 13:55,27:48.0
1840847,329872,329872,EXEL.B21294E06651,-697198312127870698,39.8,1,170.0,49.0,1151926260103430036,-1264860914074250400,HUNTSVILLE,AL,35816,5168578909221013027,6226784943981273654,SCOTTSBORO,AL,35769,-8366995904870702193,CORP.LTL,CORP.53DV,92.0,0.0,0.0,92.0,11/5/2021 17:11,11/4/2021 0:00,NO EVENT,NO EVENT,11/5/2021 12:40,11/5/2021 12:40,01:10.0
2228439,163546,163546,EXEL.B22130E05280,2941159810065373912,69.8,0,0.19,0.01,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,242418840843679767,4184781818357760223,NAPERVILLE,IL,60564,-5431909444047277013,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,5/12/2022 0:05,5/12/2022 19:05,5/11/2022 7:33,5/11/2022 19:55,NO EVENT,5/12/2022 14:26,11:47.0
573526,573526,573526,EXEL.B22251E00754,-697198312127870698,62.4,1,72.0,35.31,-4291225833868569268,-2235993967614626577,ROCKLEIGH,NJ,7647,-8436101408917042413,7604657533239187437,BROOKFIELD,CT,06804-3404,6799439698415359101,CORP.LTL,CORP.53DV,112.0,16.35,7.86,136.21,9/10/2022 10:09,9/16/2022 18:09,NO EVENT,9/16/2022 6:10,9/16/2022 14:37,9/16/2022 14:52,39:42.0
653636,22411,22411,EXEL.B22075E03141,2941159810065373912,1259.5,4,6.9,0.22,26570635397185807,7582157168243131518,Memphis,TN,38134,-746930746901402574,-3028254983283081988,PROVIDENCE,RI,2903,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.82,0.0,0.0,4.82,3/17/2022 17:03,3/22/2022 18:03,3/17/2022 12:03,3/17/2022 18:59,NO EVENT,3/22/2022 14:17,50:01.0
722432,91207,91207,EXEL.B22070E03390,2941159810065373912,1602.8,2,0.1,0.01,26570635397185807,7582157168243131518,Memphis,TN,38134,-8930346500720412475,2583394574788325514,SALT LAKE CITY,UT,84107,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,3/11/2022 22:03,3/14/2022 22:03,3/11/2022 16:03,3/11/2022 18:30,NO EVENT,3/14/2022 16:33,34:35.0
3443886,742230,742230,MTNORAM.B22236M00339,7485008617214758133,1500.4,10,2.78,0.13,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,8596007028375032985,-6834395216075488280,KATY,TX,77450,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.78,0.0,0.0,2.78,8/24/2022 18:08,8/25/2022 20:08,8/24/2022 14:04,8/24/2022 17:37,NO EVENT,8/25/2022 15:24,35:06.0
641403,10178,10178,EXEL.B22039E08376,2941159810065373912,1489.2,48,51.13,1.78,26570635397185807,7582157168243131518,Memphis,TN,38134,-8101115803295485230,-1510495657044926898,PHOENIX,AZ,85043,-5431909444047277013,CORP.PARCEL,CORP.53DV,14.87,0.0,0.0,14.87,2/11/2022 0:02,2/15/2022 23:02,2/10/2022 18:02,2/10/2022 20:02,NO EVENT,2/15/2022 16:16,49:20.0
4168583,19047,19047,MTNORAM.B22164M04246,7485008617214758133,705.2,1,1.1,0.05,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,2715435823571675915,-4874245235538707659,EFFINGHAM,IL,62401,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.1,0.0,0.0,1.1,6/14/2022 22:06,6/15/2022 20:06,6/14/2022 18:22,6/14/2022 21:43,NO EVENT,6/15/2022 15:10,42:03.0
1990289,479314,479314,EXEL.B21312E01432,7150976379295174430,843.8,2,11.52,2.43,-6585846919772518509,-3235392538066127428,MECHANICSBURG,PA,17050,-2065570383073981074,3662269063730583979,VALDOSTA,GA,31601,1896630384904438820,CORP.PARCEL,CORP.53DV,4.81,0.86,0.0,5.67,11/9/2021 21:11,11/15/2021 21:11,11/9/2021 16:59,11/10/2021 0:00,NO EVENT,11/15/2021 16:13,07:03.0
